,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,E06000052,E06000053,E06000054,E06000055,E06000056,E06000057,E06000058,E06000059,E06000060,E06000061,E06000062,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,S12000005,S12000006,S12000008,S12000010,S12000011,S12000013,S12000014,S12000017,S12000018,S12000019,S12000020,S12000021,S12000023,S12000026,S12000027,S12000028,S12000029,S12000030,S12000033,S12000034,S12000035,S12000036,S12000038,S12000039,S12000040,S12000041,S12000042,S12000045,S12000047,S12000048,S12000049,S12000050,W06000001,W06000002,W06000003,W06000004,W06000005,W06000006,W06000008,W06000009,W06000010,W06000011,W06000012,W06000013,W06000014,W06000015,W06000016,W06000018,W06000019,W06000020,W06000021,W06000022,W06000023,W06000024
E07000168,21,183,412,97,21,0,0,0,2,85,864,4,6,321,0,2,0,2,4,2,0,1,7,0,1,5,0,0,4,0,0,0,0,0,4,1,0,3,1,6,0,11,1,0,22,1,5,5,6,0,17,1,1,6,2,10,4,2,1,1,0,2,1,0,4,2,0,2,7,3,1,0,4,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,5,0,0,2,0,0,0,1,0,0,2,4,4,0,2,3,0,4,0,2,1,0,1,0,0,0,0,1,1,0,3,0,0,10,0,1,0,1,1,0,0,4,0,3,1,0,0,2,0,2,0,0,0,2,0,2,6,2,11,0,2,5,0,0,0,3,0,0,0,18,295,140,64,2360,40447,51,2,0,0,3,0,2,1,0,0,2,3,8,3,1,0,0,3,1,1,0,7,0,1,0,0,2,3,1,4,0,0,0,0,0,0,3,0,3,0,0,3,3,2,2,0,0,1,1,0,0,0,0,1,1,0,7,3,0,2,5,8,0,4,1,7,0,1,0,2,3,4,0,0,0,1,1,1,13,14,13,7,13,3,4,6,2,1,0,0,0,0,0,33,10,7,121,28,10,5,0,3,0,1,0,0,3,0,0,2,0,4,0,0,1,11,3,0,3,1,2,1,0,1,0,0,3,0,2,0,6,6,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,4,6,11,0,0,0,0,1,0,0,5,0,0,0,0,3,1,0,3,1,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,0
E07000169,0,9,9,26,5,1,2,4,0,130,1467,13,128,4041,3,0,1,3,0,4,0,0,1,1,0,7,0,0,1,2,0,1,3,0,3,0,3,1,3,1,0,2,0,0,9,2,2,2,6,0,11,0,2,3,1,3,1,2,6,2,1,0,0,4,2,6,3,1,4,0,3,11,13,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,6,0,1,0,2,0,0,9,0,1,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,4,4,0,1,2,0,0,0,0,1,2,1,1,5,0,0,1,6,6,0,3,10,1,0,2,3,0,0,0,29,193,841,63,230,74,31379,3,18,0,1,0,7,2,1,1,2,0,1,2,0,0,1,2,1,0,1,5,1,0,0,1,5,0,1,0,0,3,0,0,3,0,1,0,1,2,4,0,0,0,0,2,2,0,7,0,0,0,0,1,3,0,7,2,0,1,4,3,1,2,2,17,4,4,2,6,1,2,1,2,4,0,0,0,81,560,48,92,6,5,2,1,7,1,0,0,4,3,0,190,36,180,3651,2041,9,3,0,1,1,0,2,4,0,0,1,3,1,3,0,0,1,3,1,1,1,1,1,0,0,1,0,1,4,0,3,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E07000170,0,0,1,0,2,2,0,4,0,2,5,5,11,0,694,72,5,5360,1,2,15,0,2,0,0,3,0,0,12,2,0,1,3,2,1,2,3,2,2,6,0,6,0,0,0,2,1,7,6,0,15,2,6,1,0,3,4,9,29,6,0,3,6,1,1,2,0,0,1,0,2059,2491,372,105,521,8,306,178,1,1,1,3,0,2,0,1,1,0,2,3,0,2,1,1,1,4,5,0,0,1,1,1,0,0,0,0,0,2,2,1,0,0,6,3,1,0,0,4,1,1,1,1,0,0,4,0,1,1,2,0,0,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,30,88,8,32,31,355,6,2,13,21,33,3,25,9,1,0,0,3,0,0,0,1,4,12,14,0,2,1,35792,277,1312,1590,3905,1068,414,2,0,4,2,10,1,0,0,8,57,12,1,2,11,4,15,5,0,2,3,0,7,2,1,0,0,0,0,0,1,20,3,7,6,11,0,3,3,1,1,2,1,1,0,1,1,0,1,1,3,1,1,3,2,5,2,1,10,0,1,7,1,3,6,0,1,4,0,0,5,15,92,72,150,1,0,3,3,38,8,5,11,28,3,0,7,3,7,26,15,4,4,5,0,0,2,0,2,3,4,1,0,0,1,1,0,0,9,1,3,1,1,2,0,1,0,1,2,3,2,2,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,4,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0
E07000171,2,0,3,2,2,0,4,0,0,32,39,18,303,40,56,14,12,332,0,2,6,2,3,2,0,5,0,2,22,5,0,3,6,3,0,0,3,3,1,4,2,15,0,0,4,6,0,3,6,0,15,4,6,6,3,9,3,13,9,2,2,0,3,0,0,2,0,1,2,0,94,791,327,16,29,9,178,18,2,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,2,0,0,0,2,0,1,3,0,1,2,2,2,0,2,0,6,1,1,0,2,5,1,2,0,4,1,4,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,8,0,3,1,2,0,1,0,6,25,0,3,14,27,0,8,21,277,244,6,63,722,2,1,0,9,0,1,3,3,10,24,22,4,0,66,394,40690,33,138,611,1839,76,3,0,3,1,11,1,0,5,0,7,3,1,0,8,2,1,2,0,4,0,0,2,0,1,2,1,0,2,0,2,2,2,6,3,0,0,0,2,2,2,1,0,0,0,0,0,1,0,1,1,1,0,8,3,16,2,1,6,1,1,4,1,4,2,0,0,14,0,0,1,164,3091,1650,1310,0,0,1,0,11,1,2,1,10,8,0,16,4,19,104,174,1,11,2,2,1,1,0,7,4,0,3,0,1,4,2,3,2,8,1,1,0,1,3,0,0,7,0,0,3,1,0,1,3,18,0,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,2,3,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E07000172,0,0,1,0,0,3,3,1,0,2,2,2,6,3,1353,146,6,9189,1,4,12,3,2,1,2,4,0,1,5,2,1,4,5,1,0,2,0,3,1,9,1,3,2,0,1,3,7,3,1,0,13,4,8,3,6,3,3,11,20,8,2,0,8,6,0,2,2,0,0,0,1199,208,112,50,2738,1,44,231,6,0,0,8,1,0,0,4,0,0,1,1,0,1,1,0,0,1,3,0,0,0,0,0,0,3,2,1,0,0,0,0,1,2,2,0,4,0,0,3,0,2,0,0,0,1,1,4,0,1,1,0,1,3,0,2,0,0,1,0,1,0,3,1,1,4,1,0,3,1,0,0,46,259,8,24,45,740,13,5,5,16,16,0,21,9,4,0,0,2,0,0,1,0,3,6,4,0,0,0,1045,38,31249,698,228,181,906,5,4,0,0,2,2,0,1,8,97,22,4,0,6,5,8,1,1,0,3,1,36,0,0,0,1,0,0,2,2,20,9,18,5,8,0,2,0,0,0,5,0,2,0,1,1,1,0,2,4,0,0,3,3,4,3,2,9,3,4,1,2,0,1,1,1,5,1,0,0,8,25,30,53,2,0,0,0,47,20,0,6,16,6,3,1,1,6,16,5,1,6,0,4,0,2,0,7,3,1,2,10,6,1,1,0,0,9,1,5,1,0,3,0,1,7,3,2,5,3,4,1,2,12,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,2,0,3,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0
E07000173,0,3,2,2,2,0,1,0,0,2,1,1,7,2,397,119,7,12543,0,0,6,1,7,1,2,2,0,1,21,8,0,0,3,2,2,2,0,2,3,6,4,7,1,0,2,0,0,4,1,0,12,2,1,2,4,3,4,10,12,2,0,0,4,1,0,0,2,0,0,0,248,172,77,16,342,1,25,60,1,0,0,5,0,2,0,0,0,0,0,0,0,1,3,1,1,0,0,2,0,0,0,0,0,0,5,3,0,0,4,0,0,0,2,0,3,0,0,1,0,3,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,1,2,3,0,0,0,1,43,197,8,21,82,296,10,5,6,42,37,3,64,30,0,0,0,2,0,0,0,0,2,2,4,1,3,3,1570,195,900,34197,768,1354,1535,7,0,1,1,4,1,0,2,2,28,5,3,0,6,1,6,0,1,1,1,0,0,0,1,0,0,2,1,0,1,7,2,6,1,4,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,4,6,0,0,2,6,1,1,2,1,1,0,3,0,8,0,0,0,5,34,27,47,2,0,1,0,56,9,3,9,15,3,0,6,1,0,18,11,1,6,0,2,0,3,0,5,2,0,2,2,1,3,0,2,0,8,0,3,1,2,5,1,0,0,1,0,3,1,4,2,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
E07000174,0,0,1,0,2,1,0,0,0,4,7,2,13,5,297,32,12,1450,1,1,3,3,0,0,1,6,0,0,12,3,0,0,0,0,3,0,0,2,0,5,4,4,0,0,1,2,7,7,2,0,26,4,4,5,2,0,12,5,7,6,0,0,0,1,1,1,0,1,1,1,683,3457,473,74,168,14,262,102,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,1,2,3,0,0,1,0,0,0,0,0,1,0,2,0,4,1,2,1,2,0,5,5,0,3,0,0,0,2,3,0,1,1,0,1,0,0,1,4,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,28,57,12,5,21,124,1,6,21,36,51,1,38,35,0,0,0,3,0,0,1,0,0,8,8,1,1,8,7224,1134,248,793,29708,3294,200,1,0,2,0,6,4,0,4,5,32,10,0,3,18,3,2,0,1,0,0,0,5,0,0,1,1,2,0,1,1,6,4,4,4,7,0,0,2,0,0,0,0,0,0,0,0,0,1,7,7,0,0,4,2,4,0,0,11,1,5,0,0,1,6,0,1,1,0,0,1,20,155,124,222,0,1,2,1,30,6,4,9,11,10,1,3,3,10,29,8,0,3,3,2,9,0,0,6,0,1,5,4,0,0,0,1,3,5,1,0,3,1,2,2,1,5,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E07000175,0,1,3,3,1,0,0,0,0,7,11,8,21,8,161,107,40,2074,1,0,4,3,2,0,1,2,0,1,59,0,0,0,5,9,3,0,0,3,3,6,4,3,0,0,1,4,1,7,4,0,23,5,12,11,7,2,13,12,22,2,1,4,16,4,0,2,0,1,0,0,162,398,123,27,103,4,68,19,7,1,0,8,0,0,0,0,0,0,2,2,0,2,0,3,0,1,4,2,0,0,0,0,3,0,3,2,1,0,1,1,2,0,1,0,4,1,1,1,1,4,1,3,0,1,5,2,0,0,1,0,1,0,0,0,1,0,1,3,0,1,4,0,1,1,0,1,0,1,0,0,33,104,9,4,168,95,4,32,39,617,880,29,775,227,5,1,0,1,3,1,0,2,7,10,3,1,0,8,1784,1661,210,1153,2503,41158,791,1,3,5,4,14,0,2,0,2,13,8,1,0,8,2,0,1,0,8,3,0,1,3,1,0,2,0,1,0,0,9,9,14,3,8,0,0,1,0,0,0,1,1,0,0,1,1,0,9,4,1,0,4,5,7,2,0,7,2,1,3,3,3,2,2,0,3,2,0,4,31,197,114,136,3,1,4,1,16,14,4,5,4,7,4,8,1,6,33,22,0,13,1,4,0,1,1,6,0,4,3,0,3,1,1,2,1,14,4,4,1,1,7,2,2,4,0,0,2,3,5,2,4,17,1,2,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,3,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0
E07000176,0,0,0,0,2,0,9,2,0,3,4,3,8,2,561,500,34,8179,0,0,14,2,2,0,2,2,0,0,26,10,0,1,1,4,1,4,2,7,0,14,1,0,0,0,1,10,2,7,3,0,7,6,6,2,1,4,20,25,43,7,1,3,9,7,0,0,3,0,0,2,125,61,39,17,390,0,20,97,0,1,1,6,1,0,0,0,0,0,0,0,3,2,1,0,0,2,2,0,0,0,0,1,2,3,1,0,3,1,0,0,2,0,0,1,2,0,0,5,0,1,0,0,1,1,2,1,4,2,0,0,1,0,1,0,0,0,1,0,1,1,3,0,0,0,2,2,0,0,2,2,146,1216,32,57,489,587,26,17,23,91,69,5,264,14,1,0,0,4,2,4,1,1,0,4,4,1,1,0,394,46,691,1048,126,746,39694,1,4,3,2,5,1,0,2,2,72,16,4,0,4,2,15,0,0,3,0,0,7,1,1,3,0,1,1,1,2,16,9,18,7,9,0,0,1,2,0,8,0,1,0,1,2,0,1,3,0,0,2,2,4,2,0,0,6,1,1,5,3,1,3,0,0,1,0,1,4,2,19,10,31,5,0,1,0,69,34,5,7,14,5,0,0,5,4,29,2,0,9,0,0,2,0,0,7,0,3,1,2,4,3,2,1,2,5,7,8,5,1,3,0,5,2,0,1,7,1,3,0,2,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,4,2,1,0,0,0,0,0,0,0,3,0,0,0,1,0,3,1,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0
E07000177,0,0,0,0,0,0,0,2,1,2,2,2,1,1,3,14,0,2,11,1,1,3,6,3,4,1,0,49,3,18,0,0,1,9,63,54,52,28,28,330,0,2,4,0,1,3,2,6,3,0,29,18,44,1,4,5,1414,33,2026,1,1,1,2,4,0,0,0,0,0,2,1,2,1,0,0,1,1,2,4,0,0,3,0,0,0,0,0,0,0,0,1,4,5,0,0,1,4,7,3,1,0,1,3,8,124,4,5,1,9,8,0,1,1,2,11,0,3,8,3,13,5,23,3,4,19,7,0,5,4,0,3,2,1,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,2,6,10,8,0,4,0,0,1,0,6,2,3,2,0,0,0,0,0,3,0,0,3,2,3,0,1,4,0,0,0,0,0,0,2,67511,6019,936,962,2464,0,0,5,1,1,4,0,4,1,0,1,1,1,0,9,1,12,4,2,6,3,6,1,2,19,8,18,53,695,231,0,2,4,8,0,3,1,5,3,9,12,18,0,24,14,1,2,2,2,2,0,0,6,0,0,0,3,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,78,89,8,9,52,6,3,7,0,3,3,0,1,34,0,12,0,31,3,52,5,33,8,10,13,18,4,9,2,122,18,18,30,8,22,1,5,8,5,10,26,4,28,3,16,133,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,3,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,1,0,2,0,1,1,0
E07000178,0,1,0,0,0,0,2,0,1,0,1,2,0,2,5,5,0,14,4,4,1,20,18,3,5,7,1,89,2,8,0,0,3,18,134,178,62,34,35,73,5,8,3,1,6,6,0,9,9,0,50,7,8,2,6,4,508,16,140,25,0,0,0,6,5,0,0,0,1,0,0,0,2,0,0,0,0,0,2,5,1,0,4,3,2,0,1,2,3,4,2,7,2,0,0,1,5,3,0,1,0,0,4,10,21,0,4,0,6,25,3,4,1,0,6,0,3,2,5,6,0,11,5,2,6,5,7,0,1,0,2,3,5,1,0,1,26,9,0,6,0,0,5,0,0,0,0,0,3,0,0,0,1,1,1,1,1,0,4,2,3,0,4,0,0,0,1,2,0,0,1,0,0,4,2,0,1,0,1,1,0,3,0,0,1,1638,63705,1702,2292,931,4,6,6,0,3,19,0,5,0,2,3,11,1,0,6,3,11,2,1,14,5,10,1,7,3,2,0,5,32,13,0,1,12,3,3,3,1,2,1,0,3,3,0,14,10,4,7,0,4,4,1,0,7,0,0,0,4,2,6,5,0,4,1,2,0,0,0,0,2,0,0,0,3,51,11,3,3,3,3,6,2,0,1,9,1,1,26,1,7,0,11,3,59,10,20,1,7,12,23,2,9,3,62,10,19,32,4,16,5,4,3,1,4,13,8,7,4,11,122,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,0,2,1,1,0,2,1,0,1,0,0,0,0,0,1,1,14,1,0,0,1,2,2,0,0
E07000179,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,15,3,0,1,8,8,3,21,4,0,72,0,7,0,2,1,75,883,1303,176,318,495,40,1,7,12,0,1,2,1,6,4,0,44,5,21,1,9,8,2716,1,60,3,5,0,2,6,0,2,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,4,1,0,0,0,3,0,1,0,2,1,0,0,1,5,2,1,0,0,0,3,3,15,1,4,4,2,44,3,7,5,0,21,1,4,18,15,12,5,40,7,1,29,15,1,0,0,0,0,3,5,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,7,0,3,0,1,0,0,3,0,4,0,0,1,4,2,0,0,0,1,0,0,0,0,0,2,729,4981,57573,4417,426,3,0,2,1,1,0,0,1,0,0,0,1,0,4,16,5,20,4,2,27,20,26,2,2,10,0,0,4,22,6,0,2,3,9,3,1,4,1,2,0,0,0,0,19,9,0,5,1,7,2,0,1,5,0,0,4,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,16,10,3,4,3,2,0,1,0,0,8,0,0,65,1,12,0,31,4,83,2,71,7,3,9,38,8,19,3,263,53,27,50,18,21,3,4,3,1,16,21,1,30,0,20,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,0,0,0,0,0,0
E07000180,0,0,0,2,0,0,0,2,2,0,3,0,0,3,5,2,0,1,4,2,0,12,14,2,11,3,0,858,3,5,0,0,2,26,804,247,50,27,62,27,3,9,7,3,0,0,2,7,5,0,184,6,8,0,10,7,274,1,71,6,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,1,13,128,3,6,9,15,49,5,9,1,6,15,0,8,5,9,13,0,0,1,1,15,3,0,0,2,0,1,1,2,5,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,1,5,0,0,1,0,0,0,1,0,2,0,0,2,5,4,0,0,0,3,1,0,0,1,0,0,1024,7065,3041,53789,1925,1,0,2,0,0,0,0,2,1,0,1,0,0,1,6,0,13,0,2,14,3,18,3,4,5,1,1,7,24,5,0,2,3,1,2,0,1,4,2,1,4,2,0,15,9,1,3,5,6,8,2,0,3,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,2,0,1,0,0,15,13,0,1,6,0,1,1,0,0,2,0,0,32,1,2,2,6,2,28,4,12,3,3,6,17,1,5,0,58,22,16,15,3,15,0,1,16,3,6,6,1,16,3,6,85,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,6,0,0,0,0,0,0,2,0
E07000181,0,3,0,0,0,0,1,2,0,0,1,1,0,1,1,3,2,2,6,0,0,4,14,1,13,3,1,251,2,7,1,0,0,15,97,48,14,17,21,41,0,6,4,0,0,0,1,7,4,0,60,7,13,1,2,7,205,8,148,2,0,0,1,5,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,1,0,0,0,2,1,0,3,4,2,0,0,0,0,0,42,559,5,26,7,32,10,0,3,3,1,10,0,0,13,4,7,1,6,2,1,7,5,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,0,0,1,0,9,0,2,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,2542,3954,467,1752,47461,3,1,1,1,1,1,0,1,7,0,1,0,1,2,1,0,6,2,6,4,4,7,0,4,2,1,2,3,104,24,0,4,0,10,1,1,0,0,2,1,4,22,0,3,4,0,0,1,4,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,19,12,2,2,8,0,0,1,0,3,3,0,0,29,1,6,0,9,1,37,2,9,2,1,4,11,5,4,2,60,16,10,14,0,13,0,1,2,0,2,14,3,17,2,5,77,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,5,2,0,0,0,0,1,0,1,1
E07000187,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2844,584,538,230,14,3,27,3,1,0,0,6,0,10,3,2,3,4,1,1,5,12,2,2,3,1,3,15,0,2300,0,4,1,18,263,16,0,3,4,0,0,1,1,0,0,1,2,0,0,0,1,1,0,2,0,0,0,20,20,9,8,3,5,0,3,0,0,0,0,1,1,1,0,0,0,4,2,0,1,0,1,3,3,3,1,6,4,6,5,0,2,4,4,3,1,3,4,12,9,1,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,1,0,0,3,4,0,0,1,1,0,0,1,0,0,0,0,2,0,1,2,0,1,0,1,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,3,3,6,7,44405,1162,2082,0,0,2,0,0,3,0,0,0,0,1,1,0,3,1,2,8,2,5,2,1,0,2,1,0,1,0,0,2,2,0,6,0,0,0,1,3,2,2,0,3,3,1,0,4,0,408,2,0,1,0,0,0,1,0,0,1,0,3,0,0,0,5,0,1,2,1,1,0,0,6,1,0,0,3,0,0,1,0,0,0,0,0,12,2,5,0,4,1,15,2,2,2,2,1,8,6,2,0,14,6,4,2,0,8,0,2,0,0,6,6,0,4,1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,3,1,0,0,2,1,0,8,2,0,0,2,0,6,0,1
E07000188,4,0,0,2,0,0,3,1,0,0,0,1,0,0,0,1,5,4,3,7,2,215,912,2749,363,23,4,11,0,1,0,1,2,0,6,2,4,3,3,3,0,7,0,0,0,2,3,7,24,0,124,1,5,0,17,77,11,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,94,89,154,14,4,8,7,3,1,0,0,0,3,0,0,1,0,7,1,1,0,1,0,0,2,9,3,9,15,30,7,2,0,1,9,4,3,0,4,3,5,4,0,0,2,0,3,0,4,0,2,1,0,1,0,6,2,1,1,0,0,0,1,0,13,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,1,2,0,0,1,4,2,2,2,5,8,1533,45354,875,2,0,1,0,1,0,1,1,0,0,0,1,2,9,6,3,0,1,4,0,0,1,3,0,1,1,2,0,1,1,2,0,1,0,1,0,4,0,2,0,7,5,1,0,8,0,5761,2,0,3,2,1,0,0,1,1,0,1,0,1,1,1,0,0,2,2,1,1,0,0,12,4,4,7,3,4,0,3,0,2,6,0,1,4,1,1,0,4,2,3,2,11,3,2,0,3,1,1,0,15,3,3,2,0,2,1,3,5,0,0,6,2,3,2,0,12,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,1,4,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,10,6,1,0,0,1,15,0,1
